facility_name,state,measure_name,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,heart_failure,heart_attack,copd,pneumonia,cabg,hip_knee_replacement
USA HEALTH UNIVERSITY HOSPITAL,AL,READM-30-PN-HRRP,0.9676,16.9059,17.4727,Too Few to Report,0,0,0,1,0,0
USA HEALTH UNIVERSITY HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
USA HEALTH UNIVERSITY HOSPITAL,AL,READM-30-HF-HRRP,1.0023,19.2135,19.1689,Too Few to Report,1,0,0,0,0,0
WALKER BAPTIST MEDICAL CENTER,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
WALKER BAPTIST MEDICAL CENTER,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
WALKER BAPTIST MEDICAL CENTER,AL,READM-30-COPD-HRRP,1.0075,17.8648,17.7313,16,0,0,1,0,0,0
WALKER BAPTIST MEDICAL CENTER,AL,READM-30-PN-HRRP,0.9149,14.1300,15.4442,16,0,0,0,1,0,0
WALKER BAPTIST MEDICAL CENTER,AL,READM-30-HF-HRRP,1.0249,19.0211,18.5589,31,1,0,0,0,0,0
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,READM-30-AMI-HRRP,1.0685,12.9210,12.0927,23,0,1,0,0,0,0
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,READM-30-COPD-HRRP,0.9523,15.5225,16.2994,12,0,0,1,0,0,0
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,READM-30-CABG-HRRP,0.9970,10.0973,10.1274,Too Few to Report,0,0,0,0,1,0
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,READM-30-HF-HRRP,0.9687,18.5410,19.1392,61,1,0,0,0,0,0
"USA HEALTH HCA PROVIDENCE HOSPITAL, LLC",AL,READM-30-PN-HRRP,1.1009,17.3591,15.7677,56,0,0,0,1,0,0
GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
GROVE HILL MEMORIAL HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
DCH REGIONAL MEDICAL CENTER,AL,READM-30-CABG-HRRP,1.0061,9.7563,9.6976,Too Few to Report,0,0,0,0,1,0
DCH REGIONAL MEDICAL CENTER,AL,READM-30-AMI-HRRP,1.0291,12.5146,12.1604,23,0,1,0,0,0,0
DCH REGIONAL MEDICAL CENTER,AL,READM-30-HF-HRRP,0.9813,18.5476,18.9006,125,1,0,0,0,0,0
DCH REGIONAL MEDICAL CENTER,AL,READM-30-COPD-HRRP,1.1361,20.8401,18.3429,73,0,0,1,0,0,0
DCH REGIONAL MEDICAL CENTER,AL,READM-30-PN-HRRP,1.1388,18.0700,15.8669,118,0,0,0,1,0,0
HALE COUNTY HOSPITAL,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
HALE COUNTY HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
HALE COUNTY HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
HALE COUNTY HOSPITAL,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
HALE COUNTY HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ELMORE COMMUNITY HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ELMORE COMMUNITY HOSPITAL,AL,READM-30-PN-HRRP,1.0172,12.9151,12.6968,Too Few to Report,0,0,0,1,0,0
ELMORE COMMUNITY HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
ELMORE COMMUNITY HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
ELMORE COMMUNITY HOSPITAL,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
D W MCMILLAN MEMORIAL HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
D W MCMILLAN MEMORIAL HOSPITAL,AL,READM-30-HF-HRRP,0.9930,17.3970,17.5202,Too Few to Report,1,0,0,0,0,0
D W MCMILLAN MEMORIAL HOSPITAL,AL,READM-30-PN-HRRP,0.9716,13.5046,13.8999,Too Few to Report,0,0,0,1,0,0
D W MCMILLAN MEMORIAL HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
D W MCMILLAN MEMORIAL HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
THOMAS HOSPITAL,AL,READM-30-CABG-HRRP,0.9432,9.8544,10.4479,18,0,0,0,0,1,0
THOMAS HOSPITAL,AL,READM-30-PN-HRRP,1.0643,15.7419,14.7909,58,0,0,0,1,0,0
THOMAS HOSPITAL,AL,READM-30-HF-HRRP,1.0359,19.9162,19.2259,69,1,0,0,0,0,0
THOMAS HOSPITAL,AL,READM-30-COPD-HRRP,1.0630,19.2411,18.1012,19,0,0,1,0,0,0
THOMAS HOSPITAL,AL,READM-30-AMI-HRRP,0.9548,10.8037,11.3148,13,0,1,0,0,0,0
CITIZENS BAPTIST MEDICAL CENTER,AL,READM-30-PN-HRRP,1.1244,16.4345,14.6165,17,0,0,0,1,0,0
CITIZENS BAPTIST MEDICAL CENTER,AL,READM-30-HF-HRRP,1.0714,20.3155,18.9613,15,1,0,0,0,0,0
CITIZENS BAPTIST MEDICAL CENTER,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
CITIZENS BAPTIST MEDICAL CENTER,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CITIZENS BAPTIST MEDICAL CENTER,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
J PAUL JONES HOSPITAL,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
J PAUL JONES HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
J PAUL JONES HOSPITAL,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
J PAUL JONES HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
J PAUL JONES HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
PRINCETON BAPTIST MEDICAL CENTER,AL,READM-30-AMI-HRRP,1.0055,14.6549,14.5749,18,0,1,0,0,0,0
PRINCETON BAPTIST MEDICAL CENTER,AL,READM-30-HF-HRRP,0.9504,19.0640,20.0595,38,1,0,0,0,0,0
PRINCETON BAPTIST MEDICAL CENTER,AL,READM-30-COPD-HRRP,0.9694,17.7506,18.3119,Too Few to Report,0,0,1,0,0,0
PRINCETON BAPTIST MEDICAL CENTER,AL,READM-30-PN-HRRP,0.9766,17.1164,17.5261,16,0,0,0,1,0,0
PRINCETON BAPTIST MEDICAL CENTER,AL,READM-30-CABG-HRRP,1.0605,11.5758,10.9158,Too Few to Report,0,0,0,0,1,0
GRANDVIEW MEDICAL CENTER,AL,READM-30-COPD-HRRP,1.0040,18.6724,18.5979,29,0,0,1,0,0,0
GRANDVIEW MEDICAL CENTER,AL,READM-30-PN-HRRP,0.9621,15.7195,16.3387,51,0,0,0,1,0,0
GRANDVIEW MEDICAL CENTER,AL,READM-30-CABG-HRRP,1.1821,12.8849,10.9002,20,0,0,0,0,1,0
GRANDVIEW MEDICAL CENTER,AL,READM-30-HF-HRRP,1.0208,20.6583,20.2372,125,1,0,0,0,0,0
GRANDVIEW MEDICAL CENTER,AL,READM-30-AMI-HRRP,1.0593,14.5933,13.7765,33,0,1,0,0,0,0
PRATTVILLE BAPTIST HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
PRATTVILLE BAPTIST HOSPITAL,AL,READM-30-PN-HRRP,0.9250,14.1876,15.3376,15,0,0,0,1,0,0
PRATTVILLE BAPTIST HOSPITAL,AL,READM-30-HF-HRRP,1.0382,19.9833,19.2489,34,1,0,0,0,0,0
PRATTVILLE BAPTIST HOSPITAL,AL,READM-30-COPD-HRRP,0.9658,17.1758,17.7835,13,0,0,1,0,0,0
PRATTVILLE BAPTIST HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BULLOCK COUNTY HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BULLOCK COUNTY HOSPITAL,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
BULLOCK COUNTY HOSPITAL,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
BULLOCK COUNTY HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
BULLOCK COUNTY HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
WHITFIELD REGIONAL HOSPITAL,AL,READM-30-PN-HRRP,0.9343,16.4488,17.6050,Too Few to Report,0,0,0,1,0,0
WHITFIELD REGIONAL HOSPITAL,AL,READM-30-HF-HRRP,0.9820,20.1405,20.5102,12,1,0,0,0,0,0
WHITFIELD REGIONAL HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
WHITFIELD REGIONAL HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
WHITFIELD REGIONAL HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
MOBILE INFIRMARY MEDICAL CENTER,AL,READM-30-CABG-HRRP,1.1177,11.3608,10.1641,Too Few to Report,0,0,0,0,1,0
MOBILE INFIRMARY MEDICAL CENTER,AL,READM-30-COPD-HRRP,1.0694,19.7481,18.4657,33,0,0,1,0,0,0
MOBILE INFIRMARY MEDICAL CENTER,AL,READM-30-PN-HRRP,0.9485,15.4143,16.2515,57,0,0,0,1,0,0
MOBILE INFIRMARY MEDICAL CENTER,AL,READM-30-HF-HRRP,0.9835,19.9434,20.2785,77,1,0,0,0,0,0
MOBILE INFIRMARY MEDICAL CENTER,AL,READM-30-AMI-HRRP,1.0816,14.8000,13.6835,27,0,1,0,0,0,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,READM-30-HF-HRRP,0.9338,19.2231,20.5857,14,1,0,0,0,0,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,READM-30-PN-HRRP,1.0069,15.3873,15.2823,24,0,0,0,1,0,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,READM-30-COPD-HRRP,0.9697,18.1823,18.7510,Too Few to Report,0,0,1,0,0,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,READM-30-PN-HRRP,1.0289,16.8791,16.4051,21,0,0,0,1,0,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,READM-30-COPD-HRRP,0.9633,15.7255,16.3253,Too Few to Report,0,0,1,0,0,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,AL,READM-30-HF-HRRP,0.9398,17.8762,19.0220,Too Few to Report,1,0,0,0,0,0
MONROE COUNTY HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
MONROE COUNTY HOSPITAL,AL,READM-30-HF-HRRP,0.9913,15.7964,15.9345,Too Few to Report,1,0,0,0,0,0
MONROE COUNTY HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
MONROE COUNTY HOSPITAL,AL,READM-30-PN-HRRP,1.0142,12.1407,11.9702,Too Few to Report,0,0,0,1,0,0
MONROE COUNTY HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
LAKELAND COMMUNITY HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
LAKELAND COMMUNITY HOSPITAL,AL,READM-30-PN-HRRP,0.9691,12.5063,12.9055,33,0,0,0,1,0,0
LAKELAND COMMUNITY HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
LAKELAND COMMUNITY HOSPITAL,AL,READM-30-COPD-HRRP,0.9396,14.9942,15.9582,Too Few to Report,0,0,1,0,0,0
LAKELAND COMMUNITY HOSPITAL,AL,READM-30-HF-HRRP,0.9998,15.8263,15.8296,Too Few to Report,1,0,0,0,0,0
TROY REGIONAL MEDICAL CENTER,AL,READM-30-PN-HRRP,1.0148,13.4647,13.2684,Too Few to Report,0,0,0,1,0,0
TROY REGIONAL MEDICAL CENTER,AL,READM-30-HF-HRRP,1.0713,18.1344,16.9269,12,1,0,0,0,0,0
TROY REGIONAL MEDICAL CENTER,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
TROY REGIONAL MEDICAL CENTER,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
TROY REGIONAL MEDICAL CENTER,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
JACKSON MEDICAL CENTER,AL,READM-30-PN-HRRP,1.0242,12.0087,11.7247,Too Few to Report,0,0,0,1,0,0
JACKSON MEDICAL CENTER,AL,READM-30-HF-HRRP,1.0057,14.5095,14.4268,Too Few to Report,1,0,0,0,0,0
JACKSON MEDICAL CENTER,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
JACKSON MEDICAL CENTER,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
JACKSON MEDICAL CENTER,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
NORTH BALDWIN INFIRMARY,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
NORTH BALDWIN INFIRMARY,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
NORTH BALDWIN INFIRMARY,AL,READM-30-PN-HRRP,1.1074,15.5449,14.0371,14,0,0,0,1,0,0
NORTH BALDWIN INFIRMARY,AL,READM-30-HF-HRRP,0.9521,18.5441,19.4777,Too Few to Report,1,0,0,0,0,0
NORTH BALDWIN INFIRMARY,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
ST VINCENT'S ST CLAIR,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ST VINCENT'S ST CLAIR,AL,READM-30-COPD-HRRP,0.9861,16.2969,16.5261,Too Few to Report,0,0,1,0,0,0
ST VINCENT'S ST CLAIR,AL,READM-30-PN-HRRP,1.0309,14.9494,14.5006,21,0,0,0,1,0,0
ST VINCENT'S ST CLAIR,AL,READM-30-HF-HRRP,0.9977,16.9077,16.9474,11,1,0,0,0,0,0
ST VINCENT'S ST CLAIR,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
CRESTWOOD MEDICAL CENTER,AL,READM-30-PN-HRRP,1.0566,15.7007,14.8591,58,0,0,0,1,0,0
CRESTWOOD MEDICAL CENTER,AL,READM-30-HF-HRRP,1.0574,20.5165,19.4019,61,1,0,0,0,0,0
CRESTWOOD MEDICAL CENTER,AL,READM-30-COPD-HRRP,1.0147,16.6310,16.3904,16,0,0,1,0,0,0
CRESTWOOD MEDICAL CENTER,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CRESTWOOD MEDICAL CENTER,AL,READM-30-AMI-HRRP,1.0767,14.1115,13.1056,23,0,1,0,0,0,0
HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
HILL HOSPITAL OF SUMTER COUNTY,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
BROOKWOOD BAPTIST MEDICAL CENTER,AL,READM-30-AMI-HRRP,1.0068,13.4205,13.3295,12,0,1,0,0,0,0
BROOKWOOD BAPTIST MEDICAL CENTER,AL,READM-30-PN-HRRP,1.0121,15.4982,15.3130,27,0,0,0,1,0,0
BROOKWOOD BAPTIST MEDICAL CENTER,AL,READM-30-HF-HRRP,1.0234,19.9828,19.5259,30,1,0,0,0,0,0
BROOKWOOD BAPTIST MEDICAL CENTER,AL,READM-30-COPD-HRRP,0.9809,17.8718,18.2197,Too Few to Report,0,0,1,0,0,0
BROOKWOOD BAPTIST MEDICAL CENTER,AL,READM-30-CABG-HRRP,0.9585,11.3021,11.7910,Too Few to Report,0,0,0,0,1,0
SPRINGHILL MEDICAL CENTER,AL,READM-30-COPD-HRRP,1.0617,16.7902,15.8151,17,0,0,1,0,0,0
SPRINGHILL MEDICAL CENTER,AL,READM-30-PN-HRRP,1.0317,16.1540,15.6582,32,0,0,0,1,0,0
SPRINGHILL MEDICAL CENTER,AL,READM-30-HF-HRRP,0.9707,19.2361,19.8175,46,1,0,0,0,0,0
SPRINGHILL MEDICAL CENTER,AL,READM-30-AMI-HRRP,1.0400,13.2764,12.7653,Too Few to Report,0,1,0,0,0,0
SPRINGHILL MEDICAL CENTER,AL,READM-30-CABG-HRRP,1.0428,11.0328,10.5800,Too Few to Report,0,0,0,0,1,0
EVERGREEN MEDICAL CENTER,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
EVERGREEN MEDICAL CENTER,AL,READM-30-PN-HRRP,0.9943,12.6285,12.7009,11,0,0,0,1,0,0
EVERGREEN MEDICAL CENTER,AL,READM-30-HF-HRRP,1.0356,15.6152,15.0790,12,1,0,0,0,0,0
EVERGREEN MEDICAL CENTER,AL,READM-30-COPD-HRRP,0.9766,13.0320,13.3443,Too Few to Report,0,0,1,0,0,0
EVERGREEN MEDICAL CENTER,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
BAPTIST MEDICAL CENTER EAST,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BAPTIST MEDICAL CENTER EAST,AL,READM-30-PN-HRRP,1.0643,16.6513,15.6450,38,0,0,0,1,0,0
BAPTIST MEDICAL CENTER EAST,AL,READM-30-COPD-HRRP,0.9357,17.8477,19.0746,Too Few to Report,0,0,1,0,0,0
BAPTIST MEDICAL CENTER EAST,AL,READM-30-HF-HRRP,1.0390,19.6579,18.9199,54,1,0,0,0,0,0
BAPTIST MEDICAL CENTER EAST,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-HF-HRRP,0.9832,17.2061,17.5004,Too Few to Report,1,0,0,0,0,0
THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
THE HEALTH CARE AUTHORITY OF THE CITY OF GREENVILLE- LV STABLER HOSPITAL,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
NORTH ALABAMA SHOALS HOSPITAL,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
NORTH ALABAMA SHOALS HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
NORTH ALABAMA SHOALS HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
NORTH ALABAMA SHOALS HOSPITAL,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
NORTH ALABAMA SHOALS HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
RUSSELLVILLE HOSPITAL,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
RUSSELLVILLE HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
RUSSELLVILLE HOSPITAL,AL,READM-30-PN-HRRP,1.0351,14.9143,14.4086,16,0,0,0,1,0,0
RUSSELLVILLE HOSPITAL,AL,READM-30-COPD-HRRP,0.9592,16.4621,17.1627,Too Few to Report,0,0,1,0,0,0
RUSSELLVILLE HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
COOSA VALLEY MEDICAL CENTER,AL,READM-30-PN-HRRP,1.0679,15.5005,14.5148,18,0,0,0,1,0,0
COOSA VALLEY MEDICAL CENTER,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
COOSA VALLEY MEDICAL CENTER,AL,READM-30-HF-HRRP,1.0049,17.0856,17.0024,14,1,0,0,0,0,0
COOSA VALLEY MEDICAL CENTER,AL,READM-30-COPD-HRRP,0.9639,13.9811,14.5053,Too Few to Report,0,0,1,0,0,0
COOSA VALLEY MEDICAL CENTER,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
JACK HUGHSTON MEMORIAL HOSPITAL,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
ATMORE COMMUNITY HOSPITAL,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ATMORE COMMUNITY HOSPITAL,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
ATMORE COMMUNITY HOSPITAL,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
ATMORE COMMUNITY HOSPITAL,AL,READM-30-COPD-HRRP,0.9784,12.9407,13.2260,Too Few to Report,0,0,1,0,0,0
ATMORE COMMUNITY HOSPITAL,AL,READM-30-HF-HRRP,1.0820,18.7173,17.2980,14,1,0,0,0,0,0
ST VINCENT'S CHILTON,AL,READM-30-PN-HRRP,0.9545,11.7881,12.3498,Too Few to Report,0,0,0,1,0,0
ST VINCENT'S CHILTON,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
ST VINCENT'S CHILTON,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ST VINCENT'S CHILTON,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
ST VINCENT'S CHILTON,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
THOMASVILLE REGIONAL MEDICAL CENTER,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
EAMC-LANIER,AL,READM-30-PN-HRRP,0.9738,13.9095,14.2843,Too Few to Report,0,0,0,1,0,0
EAMC-LANIER,AL,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
EAMC-LANIER,AL,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
EAMC-LANIER,AL,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
EAMC-LANIER,AL,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM-30-CABG-HRRP,0.8862,8.7719,9.8981,Too Few to Report,0,0,0,0,1,0
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM-30-COPD-HRRP,0.9224,17.9091,19.4162,19,0,0,1,0,0,0
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM-30-PN-HRRP,1.0138,15.2087,15.0018,33,0,0,0,1,0,0
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM-30-HF-HRRP,0.8824,16.9831,19.2457,70,1,0,0,0,0,0
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM-30-AMI-HRRP,0.8554,10.2297,11.9592,38,0,1,0,0,0,0
MAT-SU REGIONAL MEDICAL CENTER,AK,READM-30-PN-HRRP,0.9206,15.2835,16.6012,36,0,0,0,1,0,0
MAT-SU REGIONAL MEDICAL CENTER,AK,READM-30-HF-HRRP,0.9410,19.0093,20.2012,40,1,0,0,0,0,0
